d_mm,L_mm,L_rule,bending,shaft_mat,hub_mat,shaft_type,DiI_mm,DaA_mm,mu,S_R,RzI_um,RzA_um,M_req_Nmm,p_erf,p_zul,Z_erf,Z_zul,G,U_erf,U_zul,U_nom,tol_shaft_mm,tol_hub_mm,QI,QA,Mt_from_pzul,assembly_method,tA,tI,Mt_press,key_b_mm,key_h_mm,key_l_mm,Mt_key,spline_z,spline_b_mm,spline_hproj_mm,spline_D_mm,Mt_spline,label,label_score,Mt_label,pref_ease,pref_movement,pref_cost,pref_vibration,pref_speed,pref_bidirectional,score_press,score_key,score_spline
70.0,70.0,D,True,Steel C45,Steel C45,solid,,132.101593700306,0.18,1.5,19.675294576163473,10.935630006157961,379354.9508919243,121.69557192407753,181.33333333333334,0.12605779481585538,0.18783329389231362,0.02448873966585715,0.15054653448171254,0.21232203355817078,0.18761183392758748,0.11256710035655249,0.075044733571035,0.0,0.5298951968649704,376840.32198340294,heat_hub,356.0976589978223,,376840.32198340294,20.0,12.0,70.0,1323000.0,10,12,4.0,78,1176000.0,key,1.1105849042800877,1323000.0,0.7572187769480185,0.7512519272446796,0.8281551549074264,0.4847277772621139,0.22215377067034092,1.0,,1.1105849042800877,1.0199676318866495
8.0,8.0,D,True,Aluminum 6061,Aluminum 6061,solid,,14.22932746516084,0.22,1.3,19.060842814487174,6.084796217954437,472.7449699374528,10.961494578580286,47.5,0.0041618110745785825,0.018034586855407323,0.020116511225953287,0.024278322300531868,0.03815109808136061,0.03260198776902911,0.019561192661417464,0.013040795107611644,0.0,0.5622191224137081,1575.8228750406402,heat_hub,500.74060501417296,,1575.8228750406402,2.0,2.0,8.0,1280.0,6,3,3.0,14,6480.0,spline,5.4878985691269895,6480.0,0.8918404274645496,0.3833163948125724,0.6916109598563804,0.7058751160053451,0.43400422945204997,0.0,1.5252797015967023,1.052968310599447,5.4878985691269895
80.0,80.0,D,True,Steel C45,Steel C45,solid,,192.2430883692099,0.18,1.3,14.306313331801233,9.71883318888126,282501.1801643766,80.05957844098047,181.33333333333334,0.08760117331016326,0.19841489387748015,0.019220117216545995,0.10682129052670926,0.21763501109402614,0.17330952286709939,0.10398571372025962,0.06932380914683976,0.0,0.4161397982036008,492199.6042232201,heat_hub,330.03646988961054,,492199.6042232201,22.0,14.0,80.0,2016000.0,10,12,4.0,88,1344000.0,key,2.07252040731684,2016000.0,0.36185049124305935,0.10235379996400507,0.6303699014726056,0.5384405599994839,0.057569105999659476,0.0,0.14421208268154972,2.07252040731684,1.056781397037744
12.0,6.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,22.55557713220435,0.22,1.3,13.05896825464509,18.817411865749648,2949.563515691298,30.39611586932008,47.5,0.016837154595703983,0.026311415798462964,0.02550110409631579,0.04233825869201977,0.05181251989477875,0.04802281541367516,0.028813689248205095,0.019209126165470065,0.0,0.5320191955038326,3545.6014688414402,heat_hub,463.1424992692969,,3545.6014688414402,4.0,4.0,6.0,2880.0,6,3,2.0,16,6480.0,spline,0.9551027593143778,6480.0,0.9148325866311534,0.5087176583574903,0.17020712358234003,0.5700903669111516,0.7302308859066473,0.0,0.5553314229035001,,0.9551027593143778
70.0,70.0,D,True,Steel C45,Steel C45,hollow,32.99659208851364,168.08144587608504,0.18,1.3,7.177121247895413,14.995902618125289,218552.39641912046,80.8970154420198,141.04124839020858,0.08748116338507646,0.1525204907380317,0.017738419092816565,0.10521958247789302,0.17025890983084827,0.14424317888966617,0.0865459073337997,0.05769727155586647,0.47137988697876626,0.4164647658469467,293106.78008993,heat_hub,306.02251170339076,,293106.78008993,20.0,12.0,70.0,1323000.0,10,12,4.0,78,1176000.0,key,1.9588226385582748,1323000.0,0.3684868771072277,0.8831716467309835,0.6092395165347463,0.6209677480405461,0.4240305979076464,0.0,0.2552109764042423,1.9588226385582748,1.7764068391665049
16.0,8.0,0.5D,False,Steel C45,Steel C45,solid,,31.884546227744355,0.18,1.7,11.404670103825222,16.42607845428882,3879.9261791483696,21.02088202080316,181.33333333333334,0.004864889282724652,0.04196620242010019,0.022264598846491235,0.027129488129215888,0.06423080126659142,0.049390276011641206,0.029634165606984723,0.019756110404656482,0.0,0.5018104973398553,19687.984168928804,heat_hub,437.8687565968303,,19687.984168928804,5.0,5.0,8.0,14400.0,6,4,2.0,20,26880.0,spline,2.7057168975018713,26880.0,0.9091773999091973,0.2064690883420115,0.24117905474937273,0.8867313808640939,0.2752351253110755,0.0,2.0747959143943047,1.3346938737608143,2.7057168975018713
12.0,6.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,28.336604080093448,0.22,1.7,9.159481879333699,9.03890140731374,3054.7669307845717,24.073146020401186,47.5,0.012353243377773961,0.024374839081979044,0.014558706629317951,0.026911950007091914,0.038933545711296993,0.034124907429614965,0.020474944457768977,0.013649962971845987,0.0,0.4234805259685312,3545.6014688414402,heat_hub,373.7051785506735,,3545.6014688414402,4.0,4.0,6.0,2880.0,6,3,2.0,16,6480.0,spline,0.717428153049956,6480.0,0.22454279955051737,0.20598249449408046,0.24355702565398718,0.13761125686590137,0.4212003437322205,1.0,0.5778932208382391,,0.717428153049956
70.0,70.0,D,True,Aluminum 6061,Aluminum 6061,hollow,38.03350607864015,126.77827274125137,0.22,1.3,9.780131666364607,8.600994304648795,258270.37356623847,78.21703364684313,33.01895081674831,0.30156346072519785,0.12730358866294844,0.014704900776810725,0.3162683615020086,0.14200848943975916,0.14200848943975916,0.0852050936638555,0.05680339577590367,0.5433358011234307,0.5521450835891003,83867.39744529003,heat_hub,272.39105885685615,,83867.39744529003,20.0,12.0,70.0,588000.0,10,12,4.0,78,504000.0,spline,0.6934375631731358,504000.0,0.6664416345428906,0.972906179050957,0.7944125247397331,0.6482095923999706,0.37816149919060793,1.0,,0.6907864425448449,0.6934375631731358
18.0,9.0,0.5D,False,Steel C45,Steel C45,solid,,34.47039076666877,0.18,1.3,18.06706247713865,15.130784633116644,7650.558289988645,42.827342311715064,181.33333333333334,0.011333519846285922,0.04798674914656905,0.02655827768820424,0.03789179753449016,0.07454502683477329,0.05988373511466004,0.03593024106879602,0.023953494045864016,0.0,0.5221872917496817,24917.604963800517,heat_hub,448.4491983091356,,24917.604963800517,6.0,6.0,9.0,21870.0,6,4,2.0,22,30240.0,press,1.8814794829182468,24917.604963800517,0.24156518708121166,0.22772874442974889,0.9125107263393156,0.8002475535515667,0.8992605645877663,1.0,1.8814794829182468,1.2495112326199473,1.7858663426178039
90.0,45.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,216.32035024279833,0.22,1.5,15.180850213935223,6.598675744684967,524827.7493656615,83.33101941223532,47.5,0.31938370795850696,0.1820537686330235,0.017423620766896155,0.3368073287254031,0.19947738939991966,0.19947738939991966,0.1196864336399518,0.07979095575996786,0.0,0.4160496222338021,199440.082622331,heat_hub,288.0346198147404,,199440.082622331,25.0,14.0,45.0,567000.0,10,14,4.0,98,756000.0,spline,0.23018692632071136,756000.0,0.16495641934746352,0.7687101296727598,0.8236488382055264,0.042006028273125606,0.5661105298408105,1.0,,0.04149857257431111,0.23018692632071136
20.0,10.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,36.109687014945486,0.22,1.7,13.765934995118158,13.86441988969745,7653.704404767256,21.71345613160288,47.5,0.020445607416587897,0.04472647497486316,0.02210428390785249,0.042549891324440384,0.06683075888271564,0.05711841185940554,0.03427104711564332,0.022847364743762217,0.0,0.5538679964664932,9848.892969004002,heat_hub,381.79482867798185,,9848.892969004002,6.0,6.0,10.0,12000.0,6,6,2.5,25,27000.0,spline,1.3738266354629374,27000.0,0.35948058493268986,0.17801458839393758,0.2372632074541885,0.6761118167074951,0.9612993716094298,0.0,0.5792623685265774,0.4611602564127428,1.3738266354629374
50.0,50.0,D,True,Aluminum 6061,Aluminum 6061,solid,,92.21974088856935,0.22,1.5,6.0164185998979,18.17883915733637,171646.93146983604,88.30208520397646,47.5,0.2056384809537744,0.11061831464954369,0.019356206205787416,0.22499468715956183,0.12997452085533112,0.12997452085533112,0.07798471251319868,0.05198980834213245,0.0,0.5421832626966046,61555.581056275005,heat_hub,319.9575347588852,,61555.581056275005,14.0,9.0,50.0,225000.0,8,10,4.0,58,240000.0,spline,0.3878758291040203,240000.0,0.5098099303886929,0.5868657306454257,0.7555737830075774,0.2929240939620926,0.9451770598382051,0.0,,0.2980838168017983,0.3878758291040203
25.0,25.0,D,True,Aluminum 6061,Aluminum 6061,solid,,49.01976750656621,0.22,1.5,14.963567339688813,11.965916011387126,10979.363288328092,22.592904266202538,47.5,0.025601494025958547,0.05382534940637053,0.021543586680860753,0.0471450807068193,0.07536893608723128,0.06407939393506648,0.038447636361039886,0.025631757574026595,0.0,0.5099983388670957,15388.895264068751,heat_hub,354.5631202907709,,15388.895264068751,8.0,7.0,25.0,43750.0,6,6,2.5,30,33750.0,key,1.2981040946121438,43750.0,0.17829644317808668,0.47367823885586013,0.2547952403034123,0.8927530969617111,0.1787394406752787,0.0,0.46655614615790975,1.2981040946121438,1.0241947864751109
40.0,20.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,74.44821271899963,0.22,1.5,12.523043458971054,17.367894500221688,91415.64015337222,73.4810656884805,47.5,0.13630222490879856,0.08810916965488302,0.023912750367354192,0.16021497527615275,0.11202192002223721,0.11202192002223721,0.06721315201334233,0.044808768008894884,0.0,0.537286236151533,39395.57187601601,heat_hub,336.71233337966083,,39395.57187601601,12.0,8.0,20.0,64000.0,8,8,3.0,46,115200.0,spline,0.41849027153501994,115200.0,0.9060105452587982,0.03208288840902829,0.005523160561130003,0.48367698609074317,0.30133385149029046,1.0,,,0.41849027153501994
10.0,5.0,0.5D,False,Steel C45,Steel C45,solid,,18.58734984008874,0.18,1.5,10.846854524948334,10.026550482274981,1859.0946993565476,29.22312208183068,181.33333333333334,0.004355016203848208,0.027023450908261193,0.016698724005778653,0.021053740209626862,0.043722174914039846,0.034654801032274654,0.020792880619364792,0.013861920412909862,0.0,0.5380003112887155,7690.618815987814,heat_hub,467.68479095033206,,7690.618815987814,3.0,3.0,5.0,3375.0,6,3,2.0,14,12600.0,spline,3.013770247057904,12600.0,0.4004790587351601,0.7179568285147693,0.005689780863130767,0.7718260675857265,0.7338404962718665,1.0,1.9863949244486654,0.7557432548843567,3.013770247057904
20.0,20.0,D,True,Steel C45,Steel C45,solid,,43.721414017021075,0.18,1.5,14.2685436704563,10.294234111025837,13881.216921778865,54.549735536591854,181.33333333333334,0.015294784673549474,0.0508426715581394,0.019650222225185712,0.034945006898735184,0.07049289378332511,0.05627373902948914,0.03376424341769348,0.022509495611795657,0.0,0.45744174678828664,30762.475263951255,heat_hub,397.05372409718797,,30762.475263951255,6.0,6.0,20.0,54000.0,6,6,2.5,25,63000.0,spline,1.879221231002962,63000.0,0.1319622898479068,0.4140050411745655,0.4897339614730326,0.94474234391695,0.320665457045886,1.0,1.2190198238148693,1.4894332064989393,1.879221231002962
70.0,35.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,149.9465640500976,0.22,1.5,11.51341483632898,8.573267663634581,250348.79897487018,65.7089241046709,47.5,0.2020249560161915,0.1460408238534369,0.016069345999970848,0.21809430201616234,0.16211016985340773,0.16211016985340773,0.09726610191204464,0.06484406794136309,0.0,0.4668329710883724,120648.93887029901,heat_hub,296.32163077786635,,120648.93887029901,20.0,12.0,35.0,294000.0,10,12,4.0,78,504000.0,spline,0.4210036381890823,504000.0,0.21854563506814084,0.09217697362702393,0.4209073726253283,0.09640439030896608,0.4852449302331492,1.0,,0.0638149000367807,0.4210036381890823
25.0,25.0,D,True,Steel C45,Steel C45,hollow,13.336495041019877,57.06752555427448,0.18,1.3,17.813747706714395,7.345743497790432,14051.357435947753,40.77662437528697,129.7296093927166,0.016630301129507034,0.052908805048652786,0.02012759296360386,0.03675789409311089,0.07303639801225664,0.05852499644459834,0.035114997866759,0.023409998577839337,0.5334598016407951,0.43807751881976326,34387.67147241645,heat_hub,346.7879933741888,,34387.67147241645,8.0,7.0,25.0,98437.5,6,6,2.5,30,78750.0,key,2.8733337844495086,98437.5,0.7709600535305754,0.13505546871534724,0.7565068154289596,0.9456207028779654,0.5670526405574713,1.0,1.4887674457627331,2.8733337844495086,2.411018427028846
14.0,7.0,0.5D,False,Steel C45,Steel C45,hollow,8.491292542610395,27.888739559092564,0.18,1.3,8.885994036768363,7.588163410028056,4759.0865762167305,44.03931351864508,114.62667571421794,0.011140466824421796,0.028996698085390335,0.013179325957437137,0.02431979278185893,0.04217602404282747,0.035033531538440056,0.021020118923064032,0.014013412615376024,0.6065208959007425,0.5019947197805711,9528.519128830809,heat_hub,354.3810954930206,,9528.519128830809,5.0,5.0,7.0,11025.0,6,4,3.0,20,35280.0,spline,3.1600266952906955,35280.0,0.9640123534755335,0.7914749975831201,0.9161907876623523,0.5996421700341656,0.7557548421481852,0.0,1.1303741051225926,1.0438519520215208,3.1600266952906955
16.0,16.0,D,True,Steel C45,Steel C45,solid,,35.53950483386754,0.18,1.5,9.256919939801618,16.38258433050491,6971.404053345045,42.80607312425691,181.33333333333334,0.009557472844276799,0.04048697492210369,0.020511603416245222,0.03006907626052202,0.06099857833834891,0.04862677750721815,0.02917606650433089,0.019450711002887262,0.0,0.4502032336914476,19687.984168928804,heat_hub,421.0342621789006,,19687.984168928804,5.0,5.0,16.0,28800.0,6,4,2.0,20,26880.0,key,1.6760813607634046,28800.0,0.6789600362735448,0.9088187926970425,0.872379900467429,0.43780293890993194,0.6890186935229298,0.0,1.3425727864330856,1.6760813607634046,1.6315581854944596
12.0,6.0,0.5D,False,Steel C45,Steel C45,solid,,23.885448923276204,0.18,1.7,14.81416179817466,16.221103425444554,2327.1902485395353,22.41490145063686,181.33333333333334,0.0038923878001624326,0.03148885824833285,0.02482821217889537,0.028720599979057803,0.05631707042722822,0.04527848224796005,0.02716708934877603,0.01811139289918402,0.0,0.5023979259735027,11074.491095022453,heat_hub,494.42410018908487,,11074.491095022453,4.0,4.0,6.0,6480.0,6,3,2.0,16,15120.0,spline,2.938357751541401,15120.0,0.850760702014891,0.3692688411286511,0.903681691176724,0.7994038751308095,0.7930197122249811,1.0,2.5543934045727474,1.3381405907784911,2.938357751541401
60.0,60.0,D,True,Aluminum 6061,Aluminum 6061,solid,,103.23371493735739,0.22,1.7,16.264465766160445,19.550933599228497,227202.07735571903,71.6188031133093,47.5,0.2079097624970065,0.13789275007826193,0.028652319492311153,0.23656208198931764,0.16654506957057308,0.16654506957057308,0.09992704174234385,0.06661802782822923,0.0,0.5812054718403598,88640.03672103601,heat_hub,334.64592995912926,,88640.03672103601,18.0,11.0,60.0,396000.0,8,12,4.0,68,345600.0,spline,0.4337389880966339,345600.0,0.03855432720069374,0.46416468176627645,0.7877025757431714,0.8874997458694102,0.37500756489671505,1.0,,0.4327313405321197,0.4337389880966339
90.0,90.0,D,True,Aluminum 6061,Aluminum 6061,hollow,59.68214740432351,172.5304290449099,0.22,1.7,13.059966166881,18.090599403938967,790573.60598883,110.75785944068727,26.61197047622327,0.6069258885051488,0.14582706733154224,0.024920452456655976,0.6318463409618048,0.17074751978819822,0.17074751978819822,0.10244851187291892,0.06829900791527929,0.6631349711591501,0.5216471117484608,111736.70716886321,heat_hub,261.43288869277615,,111736.70716886321,25.0,14.0,90.0,1134000.0,10,14,4.0,98,756000.0,key,-0.10530492804052904,1134000.0,0.5392528152204281,0.707015839565225,0.14527498229296654,0.9464213677817522,0.9578605779560347,0.0,,-0.10530492804052904,
35.0,35.0,D,True,Steel C45,Steel C45,solid,,66.8276357313299,0.18,1.3,8.82068195198798,7.736404928002028,77613.64783408838,114.91454809408678,181.33333333333334,0.05920724764989709,0.09342809724194065,0.013245669503992008,0.0724529171538891,0.10667376674593265,0.09298542690911524,0.05579125614546914,0.037194170763646096,0.0,0.5237354219848813,94210.08049585074,heat_hub,357.3184922522206,,94210.08049585074,10.0,8.0,35.0,220500.0,8,7,2.5,40,171500.0,key,0.9864016358297563,220500.0,0.06603092069011651,0.09192034385354486,0.64517727729828,0.535858499014429,0.7478979428434898,1.0,0.7616347402763677,0.9864016358297563,0.8033619095154558
40.0,20.0,0.5D,False,Steel C45,Steel C45,solid,,97.19864223862943,0.18,1.7,16.761364043572947,11.372586586239049,120196.11440790613,104.19284176719633,181.33333333333334,0.0568605144512131,0.09895791731570591,0.022507160503849596,0.0793676749550627,0.12146507781955551,0.10462611667375839,0.06277567000425503,0.041850446669503355,0.0,0.4115283822771641,123049.90105580502,heat_hub,356.3855787907407,,123049.90105580502,12.0,8.0,20.0,144000.0,8,8,3.0,46,268800.0,spline,0.8253635388158944,268800.0,0.42021455111759,0.48790632746944773,0.6984429538534387,0.6884014814807388,0.6934305565755302,0.0,0.5176350097719625,0.3428762701127886,0.8253635388158944
45.0,45.0,D,True,Aluminum 6061,Aluminum 6061,solid,,82.55732575340772,0.22,1.3,18.727010314612002,17.843790383329278,83822.39746405117,61.42679857592355,47.5,0.12908367267489235,0.09981758115684446,0.029256640558353027,0.15834031323324538,0.12907422171519747,0.12907422171519747,0.07744453302911848,0.05162968868607899,0.0,0.5450757953862445,49860.02065558275,heat_hub,342.3596698429583,,49860.02065558275,14.0,9.0,45.0,182250.0,8,9,2.5,50,121500.0,key,0.7745923658155178,182250.0,0.04565688475530394,0.9224469980687359,0.9429159690049341,0.2724070802115466,0.6294614898191371,1.0,,0.7745923658155178,0.5629960109468863
25.0,12.5,0.5D,False,Steel C45,Steel C45,solid,,45.98768195200433,0.18,1.3,7.920910699470149,15.63436550203626,28940.634143540425,83.98486573508447,181.33333333333334,0.03144784034882347,0.06789963485295461,0.018844220961205128,0.0502920613100286,0.08674385581415973,0.07216313801250727,0.043297882807504365,0.02886525520500291,0.0,0.5436238344453106,48066.36759992384,heat_hub,392.47951938053245,,48066.36759992384,8.0,7.0,12.5,49218.75,6,6,2.5,30,78750.0,spline,0.8741976270901484,78750.0,0.3492421791539291,0.4818133445912527,0.8958917362308797,0.7654020059254044,0.005178849243592132,0.0,0.7369452211999882,0.5038445879782737,0.8741976270901484
8.0,8.0,D,True,Aluminum 6061,Aluminum 6061,solid,,18.5709344517724,0.22,1.3,13.798373674459796,14.296353535925393,895.1651522200009,20.756112887444942,47.5,0.007130592296798992,0.016318235304204214,0.022475781768308153,0.029606374065107147,0.03879401707251237,0.035118959869550284,0.02107137592173017,0.014047583947820115,0.0,0.4307806923111769,1575.8228750406402,heat_hub,507.43767783867054,,1575.8228750406402,2.0,2.0,8.0,1280.0,6,3,3.0,14,6480.0,spline,2.697135156670949,6480.0,0.21416827946549344,0.13725683323964966,0.5973789013066768,0.8323257239614876,0.2930761453966755,0.0,0.7702386961547257,0.3677743393493931,2.697135156670949
60.0,60.0,D,True,Steel C45,Steel C45,solid,,115.05014639535241,0.18,1.5,13.556134054233272,7.49457177072818,266375.7358726946,116.3100550998092,181.33333333333334,0.10254066201871387,0.15986614424783827,0.01684056465996916,0.11938122667868303,0.17670670890780743,0.15377651601615766,0.0922659096096946,0.06151060640646307,0.0,0.5215117223216655,276862.2773755613,heat_hub,348.7593179275103,,276862.2773755613,18.0,11.0,60.0,891000.0,8,12,4.0,68,806400.0,spline,1.1121270994478811,806400.0,0.19912595684713696,0.9855551917254167,0.09034279637188869,0.34342707197554245,0.6186435766373974,1.0,0.34028434327716617,1.0154177487403842,1.1121270994478811
35.0,35.0,D,True,Steel C45,Steel C45,solid,,71.00837206741126,0.18,1.5,18.719544576118693,19.573661170891103,52013.89538688885,66.74340990910025,181.33333333333334,0.03356294511022919,0.09118624178192822,0.030634564597607834,0.06419750970783702,0.12182080637953605,0.09877148771085643,0.05926289262651386,0.039508595084342575,0.0,0.49289962550856703,94210.08049585074,heat_hub,393.38287233222866,,94210.08049585074,10.0,8.0,35.0,220500.0,8,7,2.5,40,171500.0,key,1.6411461625232888,220500.0,0.7441241415282324,0.8484396890464726,0.19723765512205438,0.9694659804535128,0.10141086478292971,1.0,0.9601255438001826,1.6411461625232888,1.4784503500856274
14.0,14.0,D,True,Steel C45,Steel C45,solid,,27.48749985301269,0.18,1.7,7.795846475901456,18.77478832201548,5185.096353327542,36.69173069404824,181.33333333333334,0.007473752387163313,0.03693585467997874,0.021256507838333546,0.028730260225496858,0.05819236251831228,0.04640752160118611,0.027844512960711665,0.018563008640474443,0.0,0.5093224220050544,15073.612879336117,heat_hub,449.71644356138256,,15073.612879336117,5.0,5.0,14.0,22050.0,6,4,3.0,20,35280.0,spline,2.7268263167614997,35280.0,0.21147397769133092,0.987935093121269,0.09291806559996907,0.861171234484634,0.3004530654169141,0.0,1.1168682756485726,1.518392882766221,2.7268263167614997
20.0,20.0,D,True,Aluminum 6061,Aluminum 6061,solid,,43.49314060649597,0.22,1.3,11.700630865433059,6.36822834123064,7142.823172936928,26.49919849893352,47.5,0.023170678305730663,0.04153360410378077,0.01445508736533096,0.03762576567106162,0.05598869146911173,0.048643521149891684,0.02918611268993501,0.019457408459956676,0.0,0.4598426262419154,9848.892969004002,heat_hub,336.61954778796553,,9848.892969004002,6.0,6.0,20.0,24000.0,6,6,2.5,25,27000.0,spline,1.287888118308791,27000.0,0.271813970497805,0.013298356451430848,0.9390264528100628,0.12490117375980925,0.32772954089317885,1.0,0.8045885308860394,1.1999371472524865,1.287888118308791
16.0,16.0,D,True,Steel C45,Steel C45,solid,,33.485877947913885,0.18,1.3,17.000998854547277,9.904950888293303,4120.487635809458,29.193196901180222,181.33333333333334,0.006638487839202996,0.04123491963728064,0.021524759794272465,0.028163247633475462,0.06275967943155311,0.048921106712322054,0.02935266402739323,0.019568442684928824,0.0,0.477813364334883,19687.984168928804,heat_hub,430.20666370600577,,19687.984168928804,5.0,5.0,16.0,28800.0,6,4,2.0,20,26880.0,key,2.516625471206053,28800.0,0.2738112386117687,0.7265777996540789,0.08399085434565323,0.323141518546492,0.42087272733979353,0.0,1.7373029616109605,2.516625471206053,2.4390407841016737
40.0,40.0,D,True,Aluminum 6061,Aluminum 6061,solid,,76.51313385786997,0.22,1.7,9.061787710960317,17.60313512520537,111791.99145329928,79.28809286042558,47.5,0.14525599487682675,0.08702012506209544,0.02133193826893255,0.16658793314575931,0.108352063331028,0.108352063331028,0.0650112379986168,0.0433408253324112,0.0,0.5227860627732697,39395.57187601601,heat_hub,329.0667986063083,,39395.57187601601,12.0,8.0,40.0,128000.0,8,8,3.0,46,115200.0,key,0.1753827830109295,128000.0,0.16929164159669485,0.788736381925492,0.31285408993063957,0.22742050892760446,0.07806147804520525,1.0,,0.1753827830109295,0.21700877820196343
16.0,16.0,D,True,Aluminum 6061,Aluminum 6061,solid,,36.00927217111502,0.22,1.7,19.669377311316357,15.244546833442596,5107.739262182859,22.641542769634373,47.5,0.015683302204080353,0.03290221263954297,0.027931139315807162,0.04361444151988751,0.060833351955350126,0.05394578778116508,0.03236747266869905,0.021578315112466034,0.0,0.44433000267176914,6303.291500162561,heat_hub,420.1737081007819,,6303.291500162561,5.0,5.0,16.0,12800.0,6,4,2.0,20,11520.0,spline,0.8892730202488808,11520.0,0.6967863944637107,0.7010618539856023,0.12567309566930085,0.2526268325473906,0.06579330471177636,1.0,0.5848266665198667,0.8734840329085691,0.8892730202488808
14.0,14.0,D,True,Aluminum 6061,Aluminum 6061,solid,,24.799277707277447,0.22,1.5,12.245962479645272,11.471344382283226,2321.260067388565,15.231499234249279,47.5,0.010143292152538445,0.03163223592344704,0.018973845489542798,0.029117137642081244,0.05060608141298984,0.0420105039046264,0.02520630234277584,0.01680420156185056,0.0,0.5645325708777253,4825.957554811961,heat_hub,404.5600084106538,,4825.957554811961,5.0,5.0,14.0,9800.0,6,4,3.0,20,15120.0,spline,2.4890692131840204,15120.0,0.6473886809721657,0.7922986593137894,0.06308570914712852,0.3095139880661635,0.30042714120682423,0.0,0.6778879467727704,1.4618668325239403,2.4890692131840204
14.0,7.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,33.62686393950603,0.22,1.7,10.247081277962579,16.734142113209764,3254.323136116061,18.841777202924444,47.5,0.011235217159120252,0.028323910707073872,0.021584978712937877,0.03282019587205813,0.049908889420011746,0.0430734120008303,0.02584404720049818,0.01722936480033212,0.0,0.4163337986315252,4825.957554811961,heat_hub,400.41005607149845,,4825.957554811961,5.0,5.0,7.0,4900.0,6,4,3.0,20,15120.0,spline,1.9999767779551116,15120.0,0.16928248085646813,0.19695764694255147,0.46260338107141197,0.9675676876714656,0.6203588045344124,1.0,1.0165373575975578,0.5959589087944313,1.9999767779551116
80.0,80.0,D,True,Steel C45,Steel C45,solid,,160.73723312986448,0.18,1.3,15.448575324888928,17.3398194287307,573860.4421604348,162.62949788948345,181.33333333333334,0.1876008099877029,0.20917656792017483,0.026230715802895703,0.2138315257905986,0.23540728372307054,0.22677698055008177,0.13606618833004905,0.09071079222003271,0.0,0.4977067132626675,492199.6042232201,heat_hub,348.54925387819844,,492199.6042232201,22.0,14.0,80.0,2016000.0,10,12,4.0,88,1344000.0,key,0.851723990677919,2016000.0,0.27099960055123584,0.979763232768095,0.5529341662865195,0.2820802630462418,0.1382871147172804,1.0,,0.851723990677919,0.47327096419783166
35.0,35.0,D,True,Aluminum 6061,Aluminum 6061,solid,,84.19759544290673,0.22,1.5,19.721492755458993,14.096496051068664,65564.5512678344,68.83477996868498,47.5,0.10257777639868265,0.07078462924053869,0.02705439104522213,0.12963216744390477,0.09783902028576082,0.09783902028576082,0.058703412171456484,0.03913560811430433,0.0,0.41568883073071883,30162.234717574753,heat_hub,336.28338163276385,,30162.234717574753,10.0,8.0,35.0,98000.0,8,7,2.5,40,73500.0,key,0.5782565868888575,98000.0,0.7568535832676756,0.4865533260532371,0.17831614498359616,0.6965463126994513,0.8314959698752666,1.0,,0.5782565868888575,0.6574129880723935
8.0,8.0,D,True,Steel C45,Steel C45,hollow,5.59841956104251,15.912823088930802,0.18,1.3,7.069330127831005,14.59644658267093,892.3315312324024,25.288278859045015,92.53014551918702,0.004130267449223713,0.01511270301312487,0.017332621368401552,0.021462888817625266,0.03244532438152642,0.02805235015596596,0.016831410093579576,0.011220940062386385,0.6998024451303138,0.5027392031753888,2511.57909944453,heat_hub,441.30546230756687,,2511.57909944453,2.0,2.0,8.0,2880.0,6,3,3.0,14,15120.0,spline,6.559776611535231,15120.0,0.08195794234038645,0.7826854667746651,0.30071467978498156,0.4191098026694704,0.13054343749247588,0.0,0.9834651196692245,1.0167779581956924,6.559776611535231
16.0,16.0,D,True,Steel C45,Steel C45,solid,,39.48546447295017,0.18,1.3,18.61582178644047,14.069762837336548,6304.156784176016,44.66425009917733,181.33333333333334,0.009716867098490671,0.03944971418111333,0.026148467699021617,0.03586533479751229,0.06559818188013494,0.053705043047085885,0.03222302582825153,0.021482017218834356,0.0,0.40521240445229983,19687.984168928804,heat_hub,444.99053062570283,,19687.984168928804,5.0,5.0,16.0,28800.0,6,4,2.0,20,26880.0,key,1.588197876864797,28800.0,0.19782402824332823,0.3461528515629614,0.5265123321140707,0.6188119298066254,0.342080795989381,0.0,1.2335331930726359,1.588197876864797,1.4878029475154186
100.0,100.0,D,True,Aluminum 6061,Aluminum 6061,solid,,210.9807845631293,0.22,1.5,11.386654646216057,10.08736655987975,969153.0644761561,124.64282894871808,47.5,0.5501198414371677,0.20964457152217272,0.017179216964876644,0.5672990584020444,0.22682378848704937,0.22682378848704937,0.13609427309222963,0.09072951539481976,0.0,0.4739768136091947,246222.32422510002,heat_hub,292.35315707254114,,246222.32422510002,28.0,16.0,100.0,1600000.0,10,16,4.0,108,960000.0,key,-0.10907828758225635,1600000.0,0.4115284095337175,0.7094279303009113,0.8125555238388528,0.6488462380960307,0.341185648970045,1.0,,-0.10907828758225635,
